                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4669,                 3.6921,                 1.0255,                0.00372,                0.04167,                0.00205,                0.00123,                 1.2251,                 3.5114,                0.92995,                      0,                      0,                      0
