FilePath,PolyID,Vertices,PolyArea,Sum Inten WV0,SumInten WV1,SumInten WV2
S:\Phys\FIV942 Adipo\Adipo2Viz 512\001597.bmp,0,"[[        237         101]
 [        236         102]
 [        236         110]
 [        237         111]
 [        245         111]
 [        247         109]
 [        247         102]
 [        246         101]]",106.5,10496.0,36.0,152.0
