                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 3.4751,                 4.6136,                 2.2555,                 1.0377,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8643,                 4.4983,                 3.7101,                 0.9434,             0.00020103,             0.00020103,             0.00020103
                     16,                 2.7067,                  4.106,                 1.8973,                0.95024,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8407,                 4.3941,                 3.6339,                0.93946,             0.00021292,             0.00021292,             0.00021292
                     17,                 2.9833,                 4.1195,                 1.7317,                0.96049,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8248,                  4.232,                 3.5398,                 0.9336,             0.00022447,             0.00022447,             0.00022447
                     18,                  2.929,                 4.1079,                 1.5504,                0.93169,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8248,                  4.232,                 3.5398,                 0.9336,              0.0002357,              0.0002357,              0.0002357
                     19,                 3.0884,                 4.3477,                 1.5984,                0.94378,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8333,                 4.1658,                 3.4112,                0.92597,             0.00024659,             0.00024659,             0.00024659
                     20,                 2.8161,                 3.7169,                 1.4487,                0.93299,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8333,                 4.1658,                 3.4112,                0.92597,             0.00025715,             0.00025715,             0.00025715
                     21,                 2.7994,                 3.9015,                 1.4135,                0.93703,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8009,                 4.0725,                 3.2545,                0.91526,             0.00026739,             0.00026739,             0.00026739
                     22,                 2.9931,                 4.1876,                 1.4132,                0.93148,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8009,                 4.0725,                 3.2545,                0.91526,             0.00027729,             0.00027729,             0.00027729
                     23,                 2.9284,                 4.2252,                 1.3997,                0.92401,                0.00321,                0.00332,                0.00161,                0.00016,                0.00641,                0.00664,                0.00323,                0.00064,                 2.8026,                 4.0267,                 3.0894,                0.91302,             0.00028686,             0.00028686,             0.00028686
                     24,                 2.8197,                 4.0068,                 1.3398,                0.91364,                0.00321,                0.00332,                0.00161,                0.00016,                0.00641,                0.00664,                0.00323,                0.00064,                 2.8026,                 4.0267,                 3.0894,                0.91302,             0.00029611,             0.00029611,             0.00029611
                     25,                 2.6966,                 3.6457,                 1.3161,                0.90721,                0.04878,                0.05316,                0.03551,                0.01392,                0.03659,                0.03987,                0.02878,                0.01109,                 2.6788,                 3.9478,                 2.9164,                0.91008,             0.00030502,             0.00030502,             0.00030502
                     26,                 2.5198,                 3.5745,                 1.2752,                 0.9171,                0.04878,                0.05316,                0.03551,                0.01392,                0.03659,                0.03987,                0.02878,                0.01109,                 2.6788,                 3.9478,                 2.9164,                0.91008,              0.0003136,              0.0003136,              0.0003136
                     27,                 2.9006,                 3.8589,                  1.345,                 0.9162,                0.19902,                 0.2691,                0.26032,                0.09886,                0.15725,                0.21262,                0.16226,                0.05497,                 2.6205,                 3.7698,                 2.7485,                0.91046,             0.00032186,             0.00032186,             0.00032186
                     28,                 2.5627,                 3.4931,                 1.2352,                0.91791,                0.19902,                 0.2691,                0.26032,                0.09886,                0.15725,                0.21262,                0.16226,                0.05497,                 2.6205,                 3.7698,                 2.7485,                0.91046,             0.00032978,             0.00032978,             0.00032978
                     29,                  2.449,                 3.4005,                 1.2097,                0.91951,                0.22727,                0.36545,                0.33307,                0.12029,                0.22934,                0.36877,                0.30406,                0.10112,                 2.6956,                 3.8217,                 2.5996,                0.92079,             0.00033737,             0.00033737,             0.00033737
                     30,                 2.3698,                 3.2587,                 1.2269,                0.90711,                0.22727,                0.36545,                0.33307,                0.12029,                0.22934,                0.36877,                0.30406,                0.10112,                 2.6956,                 3.8217,                 2.5996,                0.92079,             0.00034464,             0.00034464,             0.00034464
                     31,                 2.5733,                 3.6432,                 1.2582,                0.91052,                0.24225,                0.41528,                0.37929,                  0.141,                0.24419,                 0.4186,                0.32937,                0.10843,                 2.6227,                 3.7599,                 2.4765,                0.91173,             0.00035157,             0.00035157,             0.00035157
                     32,                 2.7091,                 3.6746,                 1.2632,                0.90515,                0.24225,                0.41528,                0.37929,                  0.141,                0.24419,                 0.4186,                0.32937,                0.10843,                 2.6227,                 3.7599,                 2.4765,                0.91173,             0.00035817,             0.00035817,             0.00035817
                     33,                 2.4933,                 3.2755,                 1.2344,                0.89268,                0.26079,                0.46179,                0.43246,                0.16719,                 0.2364,                 0.4186,                0.32715,                 0.1109,                 2.4928,                 3.7051,                 2.3908,                0.89565,             0.00036445,             0.00036445,             0.00036445
                     34,                 2.3008,                 3.1278,                 1.1691,                0.89152,                0.26079,                0.46179,                0.43246,                0.16719,                 0.2364,                 0.4186,                0.32715,                 0.1109,                 2.4928,                 3.7051,                 2.3908,                0.89565,             0.00037039,             0.00037039,             0.00037039
                     35,                 2.3068,                 3.1997,                 1.1667,                0.89855,                0.25783,                0.46512,                0.44741,                0.17863,                0.26888,                0.48505,                0.40512,                0.14986,                 2.4677,                 3.7637,                 2.3112,                0.89392,               0.000376,               0.000376,               0.000376
                     36,                 2.2802,                 3.0717,                 1.0958,                0.90472,                0.25783,                0.46512,                0.44741,                0.17863,                0.26888,                0.48505,                0.40512,                0.14986,                 2.4677,                 3.7637,                 2.3112,                0.89392,             0.00038128,             0.00038128,             0.00038128
                     37,                 2.3952,                 3.3091,                 1.1433,                 0.8869,                0.26958,                0.49169,                0.47366,                0.19151,                 0.2878,                0.52492,                0.44438,                0.17173,                  2.427,                 3.6403,                 2.2439,                0.88723,             0.00038624,             0.00038624,             0.00038624
                     38,                 2.6806,                 3.6313,                 1.1883,                0.89834,                0.26958,                0.49169,                0.47366,                0.19151,                 0.2878,                0.52492,                0.44438,                0.17173,                  2.427,                 3.6403,                 2.2439,                0.88723,             0.00039086,             0.00039086,             0.00039086
                     39,                 2.7208,                 3.7632,                 1.2376,                0.89762,                0.27644,                0.49502,                0.48872,                0.21547,                0.28571,                0.51163,                0.43623,                0.15517,                 2.3109,                 3.4506,                 2.2265,                0.87407,             0.00039515,             0.00039515,             0.00039515
                     40,                 2.4043,                 3.2413,                 1.1089,                0.88223,                0.27644,                0.49502,                0.48872,                0.21547,                0.28571,                0.51163,                0.43623,                0.15517,                 2.3109,                 3.4506,                 2.2265,                0.87407,             0.00039911,             0.00039911,             0.00039911
                     41,                 2.5805,                 3.6195,                 1.1758,                0.88745,                0.28977,                0.50831,                0.49352,                0.22722,                0.25758,                0.45183,                 0.3742,                0.11583,                 2.2635,                  3.397,                 2.2295,                0.86202,             0.00040275,             0.00040275,             0.00040275
                     42,                 2.7461,                 3.7606,                 1.2056,                0.87828,                0.28977,                0.50831,                0.49352,                0.22722,                0.25758,                0.45183,                 0.3742,                0.11583,                 2.2635,                  3.397,                 2.2295,                0.86202,             0.00040605,             0.00040605,             0.00040605
                     43,                 2.4032,                  3.176,                 1.0948,                0.88324,                 0.2975,                0.51495,                0.50201,                0.24185,                0.25144,                0.43522,                0.36993,                 0.1159,                 2.2181,                 3.3021,                 2.1936,                0.85857,             0.00040902,             0.00040902,             0.00040902
                     44,                 2.4238,                 3.4926,                 1.1002,                0.87338,                 0.2975,                0.51495,                0.50201,                0.24185,                0.25144,                0.43522,                0.36993,                 0.1159,                 2.2181,                 3.3021,                 2.1936,                0.85857,             0.00041166,             0.00041166,             0.00041166
                     45,                 2.4898,                 3.4987,                 1.1358,                0.87053,                0.29981,                0.52492,                0.50942,                0.24169,                0.27894,                0.48837,                0.39826,                0.15217,                 2.2165,                 3.2677,                 2.1181,                0.86123,             0.00041398,             0.00041398,             0.00041398
                     46,                 2.4447,                 3.5961,                  1.116,                0.87274,                0.29981,                0.52492,                0.50942,                0.24169,                0.27894,                0.48837,                0.39826,                0.15217,                 2.2165,                 3.2677,                 2.1181,                0.86123,             0.00041596,             0.00041596,             0.00041596
                     47,                 2.6144,                  3.799,                 1.1391,                0.88614,                0.29368,                0.52492,                0.50594,                0.23955,                0.27881,                0.49834,                0.40288,                0.15481,                 2.2025,                 3.2777,                 2.0619,                0.86125,             0.00041761,             0.00041761,             0.00041761
                     48,                 2.6693,                 3.8657,                 1.1841,                0.88395,                0.29368,                0.52492,                0.50594,                0.23955,                0.27881,                0.49834,                0.40288,                0.15481,                 2.2025,                 3.2777,                 2.0619,                0.86125,             0.00041893,             0.00041893,             0.00041893
                     49,                 2.2897,                 3.3718,                 1.0692,                0.86652,                0.29834,                0.53821,                0.49671,                0.24105,                 0.2744,                0.49502,                0.39586,                0.15977,                 2.2132,                 3.1907,                 2.0241,                 0.8594,             0.00041992,             0.00041992,             0.00041992
                     50,                 2.1244,                 2.8701,                 1.0167,                0.87563,                0.29834,                0.53821,                0.49671,                0.24105,                 0.2744,                0.49502,                0.39586,                0.15977,                 2.2132,                 3.1907,                 2.0241,                 0.8594,             0.00042059,             0.00042059,             0.00042059
                     51,                 2.4447,                 3.4309,                 1.1093,                0.88277,                 0.2973,                0.54817,                0.46575,                0.23741,                0.25946,                0.47841,                0.34978,                0.13527,                  2.154,                 3.4461,                 1.9971,                0.85061,             0.00042092,             0.00042092,             0.00042092
                     52,                  2.612,                 3.9851,                 1.1294,                0.86064,                 0.2973,                0.54817,                0.46575,                0.23741,                0.25946,                0.47841,                0.34978,                0.13527,                  2.154,                 3.4461,                 1.9971,                0.85061,             0.00042092,             0.00042092,             0.00042092
                     53,                 2.4355,                  3.703,                 1.0969,                0.87075,                 0.2973,                0.54817,                0.46575,                0.23741,                0.25946,                0.47841,                0.34978,                0.13527,                  2.154,                 3.4461,                 1.9971,                0.85061,             0.00042059,             0.00042059,             0.00042059
                     54,                 2.2454,                 3.3988,                 1.0473,                0.86348,                0.29474,                0.55814,                0.44728,                0.22414,                0.25439,                0.48173,                0.33766,                0.13054,                 2.1472,                 3.3105,                 1.9293,                0.84974,             0.00041993,             0.00041993,             0.00041993
                     55,                 2.4182,                 3.4579,                 1.0956,                0.86276,                0.29474,                0.55814,                0.44728,                0.22414,                0.25439,                0.48173,                0.33766,                0.13054,                 2.1472,                 3.3105,                 1.9293,                0.84974,             0.00041894,             0.00041894,             0.00041894
                     56,                 2.5913,                 4.0177,                 1.1013,                0.87384,                0.29474,                0.55814,                0.44728,                0.22414,                0.25439,                0.48173,                0.33766,                0.13054,                 2.1472,                 3.3105,                 1.9293,                0.84974,             0.00041763,             0.00041763,             0.00041763
                     57,                 2.5727,                 3.7741,                 1.1291,                0.87192,                0.29514,                0.56478,                0.44843,                0.22364,                0.27604,                0.52824,                0.37752,                0.14163,                 2.1404,                 3.1528,                 1.8345,                0.85073,             0.00041598,             0.00041598,             0.00041598
                     58,                 2.3275,                 3.1783,                 1.0279,                0.86469,                0.29514,                0.56478,                0.44843,                0.22364,                0.27604,                0.52824,                0.37752,                0.14163,                 2.1404,                 3.1528,                 1.8345,                0.85073,               0.000414,               0.000414,               0.000414
                     59,                 2.5227,                 3.4798,                 1.0802,                0.86348,                0.29514,                0.56478,                0.44843,                0.22364,                0.27604,                0.52824,                0.37752,                0.14163,                 2.1404,                 3.1528,                 1.8345,                0.85073,             0.00041169,             0.00041169,             0.00041169
                     60,                  2.233,                 2.9298,                 1.0481,                0.87361,                0.30087,                0.57475,                0.48563,                0.23819,                 0.2887,                 0.5515,                0.42541,                0.16679,                 2.1571,                 3.2121,                 1.7305,                0.85416,             0.00040905,             0.00040905,             0.00040905
                     61,                 2.3103,                 3.3724,                 1.0576,                0.86084,                0.30087,                0.57475,                0.48563,                0.23819,                 0.2887,                 0.5515,                0.42541,                0.16679,                 2.1571,                 3.2121,                 1.7305,                0.85416,             0.00040608,             0.00040608,             0.00040608
                     62,                 2.0503,                 2.9089,                 1.0311,                0.86997,                0.30087,                0.57475,                0.48563,                0.23819,                 0.2887,                 0.5515,                0.42541,                0.16679,                 2.1571,                 3.2121,                 1.7305,                0.85416,             0.00040278,             0.00040278,             0.00040278
                     63,                 2.1368,                 3.0234,                0.97985,                0.85606,                0.39135,                0.54485,                 0.5086,                0.24319,                 0.3081,                 0.5814,                0.46876,                0.18642,                  2.215,                 3.1103,                 1.6732,                0.85851,             0.00039915,             0.00039915,             0.00039915
                     64,                 2.2615,                 3.3302,                 1.0205,                0.86778,                0.39135,                0.54485,                 0.5086,                0.24319,                 0.3081,                 0.5814,                0.46876,                0.18642,                  2.215,                 3.1103,                 1.6732,                0.85851,             0.00039519,             0.00039519,             0.00039519
                     65,                  2.189,                 3.0815,                 1.0039,                 0.8647,                0.39135,                0.54485,                 0.5086,                0.24319,                 0.3081,                 0.5814,                0.46876,                0.18642,                  2.215,                 3.1103,                 1.6732,                0.85851,              0.0003909,              0.0003909,              0.0003909
                     66,                 2.2551,                 3.2729,                 1.0187,                0.86427,                0.61951,                0.46844,                0.53382,                0.25781,                0.30688,                0.57807,                 0.4662,                0.18094,                 2.1891,                 2.9633,                 1.6108,                0.85431,             0.00038629,             0.00038629,             0.00038629
                     67,                 2.1987,                 3.1855,                0.96319,                0.85659,                0.61951,                0.46844,                0.53382,                0.25781,                0.30688,                0.57807,                 0.4662,                0.18094,                 2.1891,                 2.9633,                 1.6108,                0.85431,             0.00038134,             0.00038134,             0.00038134
                     68,                 2.3178,                 3.2401,                 1.0478,                0.85656,                0.61951,                0.46844,                0.53382,                0.25781,                0.30688,                0.57807,                 0.4662,                0.18094,                 2.1891,                 2.9633,                 1.6108,                0.85431,             0.00037606,             0.00037606,             0.00037606
                     69,                 1.9129,                 2.6557,                0.94339,                0.86656,                0.72424,                0.42193,                0.53876,                0.24292,                0.52556,                0.47841,                0.50856,                0.19539,                 2.3017,                 2.9741,                 1.5494,                0.86733,             0.00037045,             0.00037045,             0.00037045
                     70,                  2.107,                 2.8543,                0.93273,                 0.8517,                0.72424,                0.42193,                0.53876,                0.24292,                0.52556,                0.47841,                0.50856,                0.19539,                 2.3017,                 2.9741,                 1.5494,                0.86733,             0.00036451,             0.00036451,             0.00036451
                     71,                 2.3523,                 3.1931,                  1.021,                  0.868,                0.72424,                0.42193,                0.53876,                0.24292,                0.52556,                0.47841,                0.50856,                0.19539,                 2.3017,                 2.9741,                 1.5494,                0.86733,             0.00035824,             0.00035824,             0.00035824
                     72,                 2.4408,                 3.4393,                   1.03,                0.86797,                0.83079,                0.40779,                0.54597,                0.24944,                0.63128,                0.40953,                0.51207,                0.19005,                 2.2788,                 2.9927,                 1.5101,                 0.8632,             0.00035164,             0.00035164,             0.00035164
                     73,                  2.385,                 3.1585,                 1.0357,                 0.8581,                0.83079,                0.40779,                0.54597,                0.24944,                0.63128,                0.40953,                0.51207,                0.19005,                 2.2788,                 2.9927,                 1.5101,                 0.8632,             0.00034471,             0.00034471,             0.00034471
                     74,                 2.7193,                 3.5996,                  1.116,                0.86573,                0.83079,                0.40779,                0.54597,                0.24944,                0.63128,                0.40953,                0.51207,                0.19005,                 2.2788,                 2.9927,                 1.5101,                 0.8632,             0.00033745,             0.00033745,             0.00033745
                     75,                 2.0647,                 2.7409,                0.92417,                0.85594,                0.81379,                0.41528,                0.55383,                0.24896,                0.68839,                0.41528,                0.53865,                 0.1981,                  2.278,                 3.0787,                 1.4667,                0.86346,             0.00032986,             0.00032986,             0.00032986
                     76,                 2.0067,                 2.7294,                0.91925,                0.84994,                0.81379,                0.41528,                0.55383,                0.24896,                0.68839,                0.41528,                0.53865,                 0.1981,                  2.278,                 3.0787,                 1.4667,                0.86346,             0.00032194,             0.00032194,             0.00032194
                     77,                  2.274,                  3.081,                0.99164,                0.83695,                0.81379,                0.41528,                0.55383,                0.24896,                0.68839,                0.41528,                0.53865,                 0.1981,                  2.278,                 3.0787,                 1.4667,                0.86346,             0.00031369,             0.00031369,             0.00031369
                     78,                 2.2025,                 3.0133,                0.98259,                0.83202,                0.82814,                0.42525,                0.57897,                0.27146,                0.69632,                 0.3887,                0.52697,                0.19636,                 2.1656,                 3.0842,                 1.4428,                0.85226,             0.00030511,             0.00030511,             0.00030511
                     79,                 2.1782,                  3.131,                0.98734,                0.84599,                0.82814,                0.42525,                0.57897,                0.27146,                0.69632,                 0.3887,                0.52697,                0.19636,                 2.1656,                 3.0842,                 1.4428,                0.85226,              0.0002962,              0.0002962,              0.0002962
                     80,                  2.139,                 3.0353,                0.95104,                0.84827,                0.82814,                0.42525,                0.57897,                0.27146,                0.69632,                 0.3887,                0.52697,                0.19636,                 2.1656,                 3.0842,                 1.4428,                0.85226,             0.00028696,             0.00028696,             0.00028696
                     81,                 1.9169,                 2.5462,                0.87219,                0.85481,                0.84151,                0.42857,                0.59049,                0.28035,                0.72813,                0.37542,                0.52187,                0.20491,                 2.1639,                 3.0623,                 1.4259,                0.85243,             0.00027739,             0.00027739,             0.00027739
                     82,                 1.8877,                 2.6928,                0.85317,                 0.8653,                0.84151,                0.42857,                0.59049,                0.28035,                0.72813,                0.37542,                0.52187,                0.20491,                 2.1639,                 3.0623,                 1.4259,                0.85243,             0.00026749,             0.00026749,             0.00026749
                     83,                 1.9289,                 2.6096,                0.91416,                0.84956,                0.84151,                0.42857,                0.59049,                0.28035,                0.72813,                0.37542,                0.52187,                0.20491,                 2.1639,                 3.0623,                 1.4259,                0.85243,             0.00025726,             0.00025726,             0.00025726
                     84,                 2.0539,                 2.6685,                0.92808,                0.84738,                0.82669,                0.42788,                0.58127,                0.26261,                0.75002,                0.39871,                0.54491,                0.22641,                  2.242,                 3.1315,                 1.4122,                0.85974,              0.0002467,              0.0002467,              0.0002467
                     85,                 2.2255,                 2.9038,                0.94414,                0.86796,                0.82669,                0.42788,                0.58127,                0.26261,                0.75002,                0.39871,                0.54491,                0.22641,                  2.242,                 3.1315,                 1.4122,                0.85974,             0.00023581,             0.00023581,             0.00023581
                     86,                 2.0098,                 2.8133,                0.86722,                0.85527,                0.82669,                0.42788,                0.58127,                0.26261,                0.75002,                0.39871,                0.54491,                0.22641,                  2.242,                 3.1315,                 1.4122,                0.85974,             0.00022459,             0.00022459,             0.00022459
                     87,                 2.1778,                 2.9121,                0.95326,                0.85982,                0.82669,                0.42788,                0.58127,                0.26261,                0.75002,                0.39871,                0.54491,                0.22641,                  2.242,                 3.1315,                 1.4122,                0.85974,             0.00021304,             0.00021304,             0.00021304
                     88,                  2.043,                 2.7784,                0.89288,                0.84357,                0.81412,                0.42857,                0.57806,                0.25984,                0.76464,                0.41015,                0.56111,                0.23772,                  2.292,                  3.131,                 1.3783,                0.86345,             0.00020116,             0.00020116,             0.00020116
                     89,                 2.0308,                 2.7244,                0.93977,                0.84396,                0.81412,                0.42857,                0.57806,                0.25984,                0.76464,                0.41015,                0.56111,                0.23772,                  2.292,                  3.131,                 1.3783,                0.86345,             0.00018894,             0.00018894,             0.00018894
                     90,                 2.0272,                 2.8227,                0.87512,                0.85058,                0.81412,                0.42857,                0.57806,                0.25984,                0.76464,                0.41015,                0.56111,                0.23772,                  2.292,                  3.131,                 1.3783,                0.86345,              0.0001764,              0.0001764,              0.0001764
                     91,                 2.0947,                 2.8107,                 1.0706,                0.85084,                0.81412,                0.42857,                0.57806,                0.25984,                0.76464,                0.41015,                0.56111,                0.23772,                  2.292,                  3.131,                 1.3783,                0.86345,             0.00016353,             0.00016353,             0.00016353
                     92,                 1.9884,                 2.7718,                0.91986,                 0.8609,                0.80665,                0.42525,                0.57665,                0.25071,                0.73578,                0.41632,                0.55859,                0.24201,                 2.3442,                 3.1444,                 1.3261,                0.86834,             0.00015033,             0.00015033,             0.00015033
                     93,                 1.8658,                 2.6771,                0.87345,                 0.8376,                0.80665,                0.42525,                0.57665,                0.25071,                0.73578,                0.41632,                0.55859,                0.24201,                 2.3442,                 3.1444,                 1.3261,                0.86834,              0.0001368,              0.0001368,              0.0001368
                     94,                 1.6883,                 2.3354,                0.81971,                0.86323,                0.80665,                0.42525,                0.57665,                0.25071,                0.73578,                0.41632,                0.55859,                0.24201,                 2.3442,                 3.1444,                 1.3261,                0.86834,             0.00012294,             0.00012294,             0.00012294
                     95,                 1.9423,                  2.677,                0.87359,                0.86019,                0.80665,                0.42525,                0.57665,                0.25071,                0.73578,                0.41632,                0.55859,                0.24201,                 2.3442,                 3.1444,                 1.3261,                0.86834,             0.00010875,             0.00010875,             0.00010875
                     96,                 1.7861,                 2.4856,                0.83994,                0.86569,                0.77245,                0.42525,                 0.5728,                 0.2467,                 0.7094,                0.42173,                0.56419,                0.24225,                 2.3655,                 3.1502,                 1.2675,                0.87019,             9.4227e-05,             9.4227e-05,             9.4227e-05
                     97,                 1.9214,                 2.6249,                0.88307,                0.85161,                0.77245,                0.42525,                 0.5728,                 0.2467,                 0.7094,                0.42173,                0.56419,                0.24225,                 2.3655,                 3.1502,                 1.2675,                0.87019,             7.9376e-05,             7.9376e-05,             7.9376e-05
                     98,                 1.7379,                 2.2083,                0.81242,                0.85818,                0.77245,                0.42525,                 0.5728,                 0.2467,                 0.7094,                0.42173,                0.56419,                0.24225,                 2.3655,                 3.1502,                 1.2675,                0.87019,             6.4195e-05,             6.4195e-05,             6.4195e-05
                     99,                 2.0709,                  2.993,                 1.0123,                0.85778,                0.77245,                0.42525,                 0.5728,                 0.2467,                 0.7094,                0.42173,                0.56419,                0.24225,                 2.3655,                 3.1502,                 1.2675,                0.87019,             4.8683e-05,             4.8683e-05,             4.8683e-05
                    100,                  2.039,                 2.7695,                 1.0049,                0.85736,                0.77958,                0.43189,                0.58017,                0.25273,                0.71578,                0.44186,                0.56922,                0.24386,                 2.3386,                 3.1154,                 1.2006,                0.86579,             3.2842e-05,             3.2842e-05,             3.2842e-05
